WKT	OBJECTID	FULLNAME	ZONE	RULE	NOTE	IMPLEMENTD	ADPTDATE	AMDDATE1	AMDDATE2	AMDDATE3	STATUS	Shape_Leng	ENFORCE	Shape_Le_1
"LINESTRING (-118.49482571045107 34.044719204319208,-118.49481661138555 34.044722753096302,-118.49480695132755 34.04472483827103,-118.49479758551701 34.044726684233289,-118.49478706805795 34.044727545926825,-118.49477770332437 34.044729390981544,-118.49476833859565 34.044731236937068,-118.49475782113578 34.044732098628053,-118.49474845532333 34.04473394458649,-118.49473909058817 34.044735789638231,-118.49472857312736 34.044736651326659,-118.49471920839676 34.04473849727836,-118.49470984257746 34.044740342332283,-118.49470047784602 34.044742188282541,-118.49468996038406 34.044743049967622,-118.49468029923754 34.04474513513663,-118.49467093450491 34.044746981084664,-118.49466156976656 34.044748826130345,-118.49465190861868 34.04475091129715,-118.49464254388482 34.044752757242911,-118.49463173109469 34.044753859040206,-118.49462236527171 34.044755704087343,-118.49461270520506 34.044757789246546,-118.49460334046957 34.044759635189266,-118.49459367931898 34.04476172035141,-118.49458401925087 34.044763805508317,-118.49457465342576 34.044765650551746,-118.49456499336205 34.044767736608613,-118.49455533220957 34.044769821767694,-118.49454567213961 34.044771906921525,-118.49453630739571 34.044773751957557,-118.49452664624718 34.044775838015788,-118.49451698617577 34.044777923167338,-118.4945073250209 34.044780008322583,-118.4944976649486 34.044782093472563,-118.49448800379277 34.044784178626223,-118.49447834371949 34.044786263774654,-118.49446983529087 34.044789333193336,-118.49446165185604 34.044790218657567)"	102	GEORGINA AVE	E	"2 hr parking 9AM-6PM daily and no parking 6PM-9AM daily, except by permit"		no	11/26/85	2/27/01	05/14/13		Pre-approved (petition needed)	113.541767778		113.541767778
"LINESTRING (-118.49662502480298 34.045254361123277,-118.49564470569815 34.044413192761681)"	103	21ST PL	E	"2 hr parking 9AM-6PM daily and no parking 6PM-9AM daily, except by permit"		no	11/26/85	2/27/01	05/14/13		Pre-approved (petition needed)	426.50123546		426.50123546
"LINESTRING (-118.49131816136384 34.0464727232483,-118.48982888265023 34.045194552198367)"	104	25TH ST	E	"Current: 2 hour parking 9AM-6PM Mon-Sat, except by permit. Approved for: 2 hr parking 9AM-6PM daily and no parking 6PM-9AM daily, except by permit."		yes	11/26/85	2/27/01	05/14/13		Implemented	648.002276501		648.002276501
"LINESTRING (-118.4712315337735 34.002240486502828,-118.47064073316793 34.002578147411135)"	105	OZONE ST	EE	No parking except by permit.		yes	5/14/96	1/27/09			Implemented	217.175076484	03/16/2009	217.175076484
"LINESTRING (-118.47162193405212 34.002723631092969,-118.4712061939447 34.002961381338508)"	106	NAVY ST	EE	No parking except by permit.		yes	5/14/96	1/27/09			Implemented	152.852469731	03/16/2009	152.852469731
"LINESTRING (-118.47284329231748 34.001317597675573,-118.47128392242449 34.00220946658272)"	107	OZONE ST	EE	"No parking 8AM-6PM daily, except by permit."		yes	5/14/96				Implemented	573.350799891	12/08/2008	573.350799891
"LINESTRING (-118.47323724044702 34.001797859857426,-118.47173137626706 34.002661641173489)"	108	NAVY ST	EE	"No parking 8AM-6PM daily, except by permit."		yes	5/14/96				Implemented	554.194208591		554.194208591
"LINESTRING (-118.47164727928023 34.002649331235048,-118.4713248721683 34.002258724290407)"	109	LONGFELLOW ST	EE	No parking except by permit.		yes	5/14/96	1/27/09			Implemented	172.4981743	03/16/2009	172.4981743
"LINESTRING (-118.47207993511849 34.003173001807014,-118.47172144520839 34.002738777434068)"	110	LONGFELLOW ST	EE	No parking except by permit.		yes	5/14/96	1/27/09			Implemented	191.773845349	03/16/2009	191.773845349
"LINESTRING (-118.47551755267895 34.004244465058292,-118.47408221857741 34.005072103242433)"	111	RAYMOND AVE	F	"2 hour parking  7AM-6PM daily, except by permit."		yes	1/14/86				Implemented	529.119071936		529.119071936
"LINESTRING (-118.47617232635967 34.00489289454444,-118.47485706248638 34.005649916141273)"	112	HILL ST	F	"2 hour parking  7AM-6PM daily, except by permit."		yes	1/14/86				Implemented	484.568060323		484.568060323
"LINESTRING (-118.48095701508525 34.009161150282949,-118.48002502238066 34.009704877488609)"	113	STRAND ST	FF	"No parking 8AM-6PM daily, except by permit."		yes	5/14/96				Implemented	344.870254537		344.870254537
"LINESTRING (-118.49609509855524 34.034545794109697,-118.49602682143627 34.034488002106251)"	114	15TH ST	G	"2 hr parking 9AM-9PM Mon-Sat, except by permit"		yes	3/25/86	2/24/98	6/24/03		Implemented	29.5000967995		29.5000967995
"LINESTRING (-118.49528880581884 34.033858974888851,-118.49460149907466 34.033273222954804,-118.49455080238437 34.033229944078549,-118.49432237209449 34.033035428090258)"	115	15TH ST	G	"2 hr parking 9AM-9PM Mon-Sat, except by permit"		yes	3/25/86	2/24/98	6/24/03		Implemented	418.999986284		418.999986284
"LINESTRING (-118.49602682143627 34.034488002106251,-118.49528880581884 34.033858974888851)"	116	15TH ST	G	"2 hr parking 9AM-9PM Mon-Sat, except by permit"		yes	3/25/86	2/24/98	6/24/03		Implemented	320.000371565		320.000371565
"LINESTRING (-118.48417410377664 34.0117568922456,-118.48409923799913 34.011692950900013)"	117	7TH ST	GG	"No parking Mon-Fri, except by permit."		yes	5/14/96				Implemented	32.5000143771		32.5000143771
"LINESTRING (-118.48568532386288 34.013043626789703,-118.4856032496109 34.01297402397195)"	118	7TH ST	GG	"No parking Mon-Fri, except by permit."		yes	5/14/96				Implemented	35.5002278803		35.5002278803
"LINESTRING (-118.4856032496109 34.01297402397195,-118.48417410377664 34.0117568922456)"	119	7TH ST	GG	"No parking, except by permit."		yes	5/14/96	05/08/12			Implemented	619.500520387	07/16/12	619.500520387
"LINESTRING (-118.45212255650583 34.024912977582623,-118.45181892920894 34.024553126179356)"	120	34TH ST	H	"2 hour parking  9AM-6PM daily, except by permit."		yes	3/28/89	4/10/01			Implemented	160.044543986		160.044543986
"LINESTRING (-118.46016252207912 34.020514804440928,-118.45924252688694 34.020944826927995)"	121	PEARL ST	H	"2 hour parking  9AM-6PM daily, except by permit."		yes	3/28/89	4/10/01			Implemented	319.70317297		319.70317297
"LINESTRING (-118.45181892920894 34.024553126179356,-118.45000353869681 34.022400385532521)"	122	34TH ST	H	"2 hour parking  9AM-6PM daily, except by permit."		yes	3/28/89	4/10/01			Implemented	957.265748068		957.265748068
"LINESTRING (-118.45209891635031 34.025026156480983,-118.45106655730179 34.025622019343828)"	123	PEARL ST	H	"2 hour parking  9AM-6PM daily, except by permit."		no	3/28/89	4/10/01			Pre-approved (petition needed)	380.625051844		380.625051844
"LINESTRING (-118.45924252688694 34.020944826927995,-118.45916055565669 34.020982567782212)"	124	PEARL ST	H	"2 hour parking  9AM-6PM daily, except by permit."		yes	3/28/89	4/10/01			Implemented	28.3837083919		28.3837083919
"LINESTRING (-118.45415992980796 34.023825862534245,-118.45328736482685 34.024334321758204)"	125	PEARL ST	H	"2 hour parking  9AM-6PM daily, except by permit."		yes	3/28/89	4/10/01			Implemented	322.717144843		322.717144843
"LINESTRING (-118.45512545032285 34.023266903176186,-118.45431919214928 34.023733090317066)"	126	PEARL ST	H	"2 hour parking  9AM-6PM daily, except by permit."		yes	3/28/89	4/10/01			Implemented	297.438750897		297.438750897
"LINESTRING (-118.4561060562212 34.022693768241261,-118.45529764975323 34.023167468127632)"	127	PEARL ST	H	"2 hour parking  9AM-6PM daily, except by permit."		yes	3/28/89	4/10/01			Implemented	299.540128441		299.540128441
"LINESTRING (-118.45707480067665 34.022132156679902,-118.45626531425104 34.022600993462547)"	128	PEARL ST	H	"2 hour parking  9AM-6PM daily, except by permit."		yes	3/28/89	4/10/01			Implemented	298.795056137		298.795056137
"LINESTRING (-118.45313220698696 34.024425678921332,-118.45226143243076 34.024930749533915)"	129	PEARL ST	H	"2 hour parking  9AM-6PM daily, except by permit."		yes	3/28/89	4/10/01			Implemented	321.564790085	9/9/13	321.564790085
"LINESTRING (-118.45533301983509 34.021640501215536,-118.45400455851353 34.020063386653646)"	130	30TH ST	H	"2 hour parking  9AM-6PM Mon-Fri, except by permit."		yes	3/28/89	4/10/01			Implemented	701.045192005		701.045192005
"LINESTRING (-118.45365156228415 34.023087317100689,-118.45206103336309 34.021199119147703)"	131	32ND ST	H	"2 hour parking  9AM-6PM daily, except by permit."		yes	3/28/89	4/10/01			Implemented	839.326290034		839.326290034
"LINESTRING (-118.45418232524236 34.023717528253258,-118.45365156228415 34.023087317100689)"	132	32ND ST	H	"2 hour parking  9AM-6PM daily, except by permit."		yes	3/28/89	4/10/01			Implemented	280.117985361		280.117985361
"LINESTRING (-118.45447323911606 34.022341967438457,-118.45303218117972 34.020633678854246)"	133	31ST ST	H	"2 hour parking  9AM-6PM daily, except by permit."		yes	3/28/89	4/10/01			Implemented	759.717872174		759.717872174
"LINESTRING (-118.4527346471648 34.023821676144209,-118.45103132041612 34.021796710005354)"	134	33RD ST	H	"2 hour parking  9AM-6PM daily, except by permit."		yes	3/28/89	4/10/01			Implemented	899.699967953		899.699967953
"LINESTRING (-118.45612844882875 34.022585432704666,-118.45586378627914 34.022270704923187)"	135	30TH ST	H	"2 hour parking  9AM-6PM Mon-Fri, except by permit."		yes	3/28/89	4/10/01			Implemented	139.821923868		139.821923868
"LINESTRING (-118.45586378627914 34.022270704923187,-118.45533301983509 34.021640501215536)"	136	30TH ST	H	"2 hour parking  9AM-6PM Mon-Fri, except by permit."		yes	3/28/89	4/10/01			Implemented	280.117985349		280.117985349
"LINESTRING (-118.45515641210638 34.023151617134005,-118.45500459534338 34.022971694907362)"	137	31ST ST	H	"2 hour parking  9AM-6PM daily, except by permit."		yes	3/28/89	4/10/01			Implemented	80.0223129386		80.0223129386
"LINESTRING (-118.45315111849938 34.024316335569864,-118.4527346471648 34.023821676144209)"	138	33RD ST	H	"2 hour parking  9AM-6PM daily, except by permit."		yes	3/28/89	4/10/01			Implemented	219.844358361		219.844358361
"LINESTRING (-118.45500459534338 34.022971694907362,-118.45447323911606 34.022341967438457)"	139	31ST ST	H	"2 hour parking  9AM-6PM daily, except by permit."		yes	3/28/89	4/10/01			Implemented	280.078025168		280.078025168
"LINESTRING (-118.51227999069776 34.030161740198807,-118.51110217437395 34.029341011886856)"	140	4TH ST	HH	"No parking 6PM-8AM daily, except by permit."		yes	3/26/96				Implemented	465.36668353		465.36668353
"LINESTRING (-118.51266992902173 34.027652981122415,-118.51173000921611 34.028495150260582)"	141	SAN VICENTE BLVD	HH									418.377492741		418.377492741
"LINESTRING (-118.50857907547154 34.032839440148059,-118.5080203212412 34.032137772656732)"	142	7TH ST	HH									306.372745794		306.372745794
"LINESTRING (-118.5080203212412 34.032137772656732,-118.50787334916924 34.031996103994885)"	143	7TH ST	HH									68.124729752		68.124729752
"LINESTRING (-118.51173000921611 34.028495150260582,-118.51104018346619 34.029114964875916)"	144	SAN VICENTE BLVD	HH									307.51577779		307.51577779
"LINESTRING (-118.51354499971681 34.028940345283807,-118.51326067489312 34.029286465686553)"	145	ADELAIDE DR	HH	"No parking 6PM-8AM daily, except by permit."		yes	3/26/96				Implemented	152.602898075		152.602898075
"LINESTRING (-118.51406700239403 34.028481776882053,-118.51406112514094 34.028484630934059,-118.51405551497662 34.028489188656692,-118.51404904729087 34.028492522135785,-118.51404343712542 34.028497079857864,-118.51403812217254 34.028501397415198,-118.51403135927194 34.028504971057814,-118.51402604323511 34.028509288619226,-118.51402043306727 34.028513846340253,-118.51401511811214 34.028518163896578,-118.51400835520921 34.028521737537901,-118.51400304025296 34.028526055093721,-118.513997429 34.028530612818258,-118.51399096131421 34.028533947195747,-118.51398535113726 34.028538504013653,-118.5139797409653 34.028543061732812,-118.51397442492342 34.028547379291936,-118.51396881474467 34.02855193610911,-118.51396234705618 34.028555270484993,-118.51395673688179 34.0285598282031,-118.51395142192044 34.028564145756611,-118.51394581065652 34.028568702577317,-118.51394049569404 34.028573020130338,-118.51393488551727 34.028577577847443,-118.51392841782544 34.028580912221535,-118.51392280764196 34.028585469036557,-118.51391719638063 34.028590026757414,-118.51391188141531 34.028594344309226,-118.51390627123557 34.028598902024932,-118.51390095518633 34.028603219580837,-118.51389534499984 34.028607776394608,-118.51389003003234 34.028612093945412,-118.51388441985016 34.028616651660165,-118.5138791037987 34.028620969215112,-118.51387349360985 34.02862552602781,-118.51386788342593 34.028630083741795,-118.51386256845554 34.028634401291413,-118.51385695718764 34.028638959009513,-118.51385164221612 34.02864327655864,-118.51384603202426 34.02864783337013,-118.51384071596887 34.028652150923385,-118.51383510578137 34.028656708635815,-118.51382979080758 34.028661026184018,-118.51382418061891 34.028665583895965,-118.51381856934124 34.02867014071078,-118.5138132543658 34.028674458258209,-118.51380764417532 34.028679015969416,-118.5138023281159 34.028683333520981,-118.51379671791868 34.028687890330154,-118.51379140294095 34.028692207876681,-118.51378579274808 34.028696765586844,-118.51378162941464 34.028702066317322,-118.51377601922057 34.028706624027045,-118.51377040794308 34.028711181741109,-118.51376509296252 34.02871549928647,-118.51375948276112 34.028720056093924,-118.51375416777941 34.028724373638795,-118.51374970922781 34.028729914531972,-118.51374439424497 34.028734232076438,-118.51373878296391 34.028738789789031,-118.51373346797996 34.028743107333021,-118.51372900942593 34.028748648225488,-118.51372369444088 34.028752965769009,-118.51371808423472 34.028757522574558,-118.5137127692485 34.028761840117596,-118.51370831069211 34.028767381009288,-118.51370299570476 34.0287716985519,-118.51369738441899 34.028776256262624,-118.51369177420983 34.028780813066916,-118.51368761195452 34.02878611469108,-118.51368200066139 34.028790671499586,-118.51367668567121 34.028794989041032,-118.51367222711066 34.028800529931409,-118.51366691211935 34.0288048474725,-118.51366245355764 34.028810388362494,-118.51365713856518 34.028814705903109,-118.51365152835679 34.028819263607083,-118.51364736500878 34.028824564332972,-118.51364205001464 34.028828881872911,-118.51363759145001 34.028834422762031,-118.51363227645474 34.028838740301531,-118.51362781897168 34.028844281185656,-118.51362365562092 34.028849581910741,-118.51361804540836 34.028854139613173,-118.51361388205643 34.028859440337925,-118.51360856705837 34.028863757876394,-118.51360410848964 34.028869298764256,-118.5135999462189 34.028874599483927,-118.51359578286481 34.028879900208054,-118.5135901726487 34.028884457909186,-118.51358600929349 34.028889758632943,-118.51358184702059 34.028895059351974,-118.51357768366985 34.028900360976976,-118.51357322509713 34.02890590186378,-118.51356906282263 34.02891120258235,-118.51356489946474 34.028916503305403,-118.51356073718915 34.028921804023703,-118.51355542110157 34.028926121564474,-118.51355241047631 34.028932406370622,-118.51354499971681 34.028940345283807)"	146	ADELAIDE DR	HH	"No parking 6PM-8AM daily, except by permit."		yes	3/26/96				Implemented	231.5635683		231.5635683
"LINESTRING (-118.51310780030998 34.027260833414644,-118.51266992902173 34.027652981122415)"	147	SAN VICENTE BLVD	HH									194.856690816		194.856690816
"LINESTRING (-118.5134077194692 34.026216787386723,-118.51341218410168 34.026230435712343,-118.51341863076537 34.026248233500851,-118.51342478113645 34.026266270555126,-118.51342948361236 34.026283564589043,-118.51343504357406 34.026302081968865,-118.51343915563967 34.026319856328541,-118.51344326878426 34.026337629781928,-118.51344708564054 34.026355643402852,-118.51345060729111 34.026373897186815,-118.51345383373024 34.026392390232225,-118.51345706017084 34.026410883277528,-118.51345883979499 34.026428633298515,-118.51346147474013 34.02644760667458,-118.51346266394515 34.026465836120209,-118.51346385206794 34.026484065570472,-118.51346474497795 34.026502534282287,-118.51346418999162 34.026520260876033,-118.51346449248631 34.02653920991412,-118.51346364336339 34.026557174863377,-118.51346394585812 34.026576123901528,-118.51346250523578 34.026594569181647,-118.51346106461828 34.026613015363246,-118.51345847237604 34.026630476554416,-118.51345673654328 34.026649161997589,-118.51345355279946 34.026667103519429,-118.5134500738458 34.026685285204366,-118.51344689118197 34.026703226721473,-118.51344311701676 34.0267216485693,-118.51343934284439 34.026740069515498,-118.51343412184704 34.026757747436967,-118.51342889976472 34.02677542536285,-118.51342367876289 34.026793103283886,-118.51341816146163 34.026811020470859,-118.5134123500372 34.026829178717435,-118.51340538482371 34.026846352883524,-118.51339842069019 34.026863527044632,-118.51339116133893 34.026880940466803,-118.51338390199017 34.026898354790035,-118.51337634634062 34.026916008378841,-118.51336763907169 34.026932678778905,-118.51335893179927 34.026949349178366,-118.51334992931368 34.026966259740007,-118.51334092681883 34.026983169399536,-118.51333077162647 34.026999096775839,-118.51332147391432 34.027016246596716,-118.51331102349864 34.027032413232618,-118.51330057307894 34.027048579867646,-118.51328867473957 34.02706400257852,-118.51327822431159 34.027080169211651,-118.51326632705182 34.027095592817297,-118.51325413348897 34.027111255687423,-118.51324108351473 34.027125695204241,-118.51322888994268 34.027141358071844,-118.51321583995943 34.027155797586012,-118.51320249476075 34.02717047726118,-118.51318914847459 34.027185156939524,-118.51317465056621 34.027198853426249,-118.51316101013677 34.027213772357818,-118.51314651221882 34.02722746884119,-118.51313201429053 34.027241164421319,-118.51310780030998 34.027260833414644)"	148	SAN VICENTE BLVD	HH									410.219732554		410.219732554
